"Table with fips codes in column A and area names in column B, column headers in rows 12 through 13.  United States in row 15, regions start in row 17, state totals start in row 24, county by state start in row 78, minor civil divisions by new england start start in row 3239, and metropolitan areas start in row 4823.",,,,,,
" Census 2000 PHC-T-22.  Migration for the Population 5 Years and Over for the United States, Regions, States, Counties, New England Minor Civil Divisions, Metropolitan Areas, and Puerto Rico: 2000 ",,,,,,
"Table 1.  Gross Migration for the Population 5 Years and Over for the United States, Regions, States, Counties, New England Minor Civil Divisions, and Metropolitan Areas:  2000",,,,,,
,,,,,,
" Source:  U. S. Census Bureau, Census 2000, special tabulation. ",,,,,,
" Internet release date:  August 6, 2003 ",,,,,,
" [Data based on a sample. For information on confidentiality protection, sampling error, nonsampling error, and definitions, see http://www.census.gov/prod/cen2000/doc/sf3.pdf] ",,,,,,
 (X) Not applicable ,,,,,,
"1/ This category includes movers from foreign countries, as well as movers from Puerto Rico, U.S. Island Areas, and U.S. minor outlying islands.",,,,,,
"2/ Most independent cities in Virginia were combined with an adjacent or surrounding county.  Exceptions were the independent cities of Colonial Heights, Hampton, Newport News, Suffolk, and Virginia Beach.  See endnote for complete list of county/city combinations.",,,,,,
 - Represents or rounds to zero ,,,,,,
 FIPS Code	,Geographic Area of Residence in 2000, Population 5 years and over , Same residence (nonmovers) , Different residence 5 years ago ,,
 06057 ,  Nevada County," 87,813 "," 45,946 "," 41,867 "," 18,987 ", 861
 06059 ,  Orange County," 2,632,408 "," 1,262,786 "," 1,369,622 "," 877,717 "," 128,204 "
 06061 ,  Placer County," 232,679 "," 110,207 "," 122,472 "," 45,029 "," 3,841 "
 06063 ,  Plumas County," 19,853 "," 11,155 "," 8,698 "," 3,332 ", 170
 06065 ,  Riverside County," 1,425,927 "," 666,378 "," 759,549 "," 410,202 "," 40,330 "
 06067 ,  Sacramento County," 1,136,050 "," 539,171 "," 596,879 "," 364,791 "," 41,290 "
 06069 ,  San Benito County," 48,623 "," 23,985 "," 24,638 "," 10,616 "," 1,758 "
 06071 ,  San Bernardino County," 1,568,725 "," 756,283 "," 812,442 "," 468,659 "," 42,528 "
 06073 ,  San Diego County," 2,617,718 "," 1,181,429 "," 1,436,289 "," 903,149 "," 108,822 "
 06075 ,  San Francisco County," 745,650 "," 403,806 "," 341,844 "," 147,006 "," 49,743 "
 06077 ,  San Joaquin County," 519,445 "," 265,918 "," 253,527 "," 151,108 "," 15,828 "
 06079 ,  San Luis Obispo County," 234,524 "," 109,441 "," 125,083 "," 61,414 "," 3,774 "
 06081 ,  San Mateo County," 662,509 "," 374,685 "," 287,824 "," 136,830 "," 39,315 "
 06083 ,  Santa Barbara County," 373,862 "," 180,551 "," 193,311 "," 109,223 "," 15,505 "
 06085 ,  Santa Clara County," 1,564,068 "," 800,247 "," 763,821 "," 437,889 "," 124,793 "
 06087 ,  Santa Cruz County," 240,233 "," 121,451 "," 118,782 "," 66,521 "," 8,316 "
 06089 ,  Shasta County," 153,584 "," 76,830 "," 76,754 "," 46,386 "," 1,415 "
 06091 ,  Sierra County," 3,409 "," 2,084 "," 1,325 ", 473 , 13
 06093 ,  Siskiyou County," 42,028 "," 23,175 "," 18,853 "," 9,937 ", 401
 06095 ,  Solano County," 366,302 "," 182,898 "," 183,404 "," 90,512 "," 12,658 "
 06097 ,  Sonoma County," 431,580 "," 224,549 "," 207,031 "," 124,556 "," 12,741 "
 06099 ,  Stanislaus County," 411,833 "," 209,340 "," 202,493 "," 128,082 "," 11,006 "
 06101 ,  Sutter County," 73,266 "," 37,829 "," 35,437 "," 18,647 "," 2,666 "
 06103 ,  Tehama County," 52,486 "," 27,568 "," 24,918 "," 12,474 ", 614
 06105 ,  Trinity County," 12,494 "," 7,373 "," 5,121 "," 2,333 ", 50
 06107 ,  Tulare County," 335,395 "," 178,117 "," 157,278 "," 112,647 "," 10,218 "
 06109 ,  Tuolumne County," 51,965 "," 25,664 "," 26,301 "," 10,950 ", 314
 06111 ,  Ventura County," 697,367 "," 360,413 "," 336,954 "," 201,063 "," 21,906 "
 06113 ,  Yolo County," 157,792 "," 66,025 "," 91,767 "," 36,906 "," 8,656 "
 06115 ,  Yuba County," 55,394 "," 26,170 "," 29,224 "," 13,013 "," 1,760 "
Colorado,,,,,,
 08001 ,  Adams County," 333,734 "," 146,087 "," 187,647 "," 72,362 "," 13,861 "
 08003 ,  Alamosa County," 13,975 "," 7,241 "," 6,734 "," 2,863 ", 185
 08005 ,  Arapahoe County," 454,817 "," 201,552 "," 253,265 "," 89,917 "," 17,716 "
 08007 ,  Archuleta County," 9,359 "," 3,935 "," 5,424 "," 1,890 ", 57
 08009 ,  Baca County," 4,268 "," 2,694 "," 1,574 ", 799 , 33
 08011 ,  Bent County," 5,652 "," 2,810 "," 2,842 ", 705 , 35
 08013 ,  Boulder County," 273,719 "," 111,560 "," 162,159 "," 66,652 "," 10,582 "
 08015 ,  Chaffee County," 15,544 "," 7,488 "," 8,056 "," 3,316 ", 148
 08017 ,  Cheyenne County," 2,090 "," 1,302 ", 788 , 360 , 26
 08019 ,  Clear Creek County," 8,770 "," 4,621 "," 4,149 "," 1,119 ", 107
 08021 ,  Conejos County," 7,749 "," 5,330 "," 2,419 "," 1,271 ", 41
 08023 ,  Costilla County," 3,464 "," 2,265 "," 1,199 ", 389 , 47
 08025 ,  Crowley County," 5,276 "," 2,225 "," 3,051 ", 560 , 9
 08027 ,  Custer County," 3,317 "," 1,506 "," 1,811 ", 469 , 21
 08029 ,  Delta County," 26,174 "," 13,612 "," 12,562 "," 5,276 ", 456
 08031 ,  Denver County," 517,349 "," 220,801 "," 296,548 "," 125,795 "," 34,194 "
 08033 ,  Dolores County," 1,750 ", 974 , 776 , 249 , 13
 08035 ,  Douglas County," 158,773 "," 54,531 "," 104,242 "," 18,560 "," 3,850 "
 08037 ,  Eagle County," 38,770 "," 13,556 "," 25,214 "," 9,290 "," 3,344 "
 08039 ,  Elbert County," 18,606 "," 8,212 "," 10,394 "," 1,731 ", 162
 08041 ,  El Paso County," 477,912 "," 193,282 "," 284,630 "," 129,785 "," 18,910 "
 08043 ,  Fremont County," 43,946 "," 18,051 "," 25,895 "," 8,682 ", 204
 08045 ,  Garfield County," 40,474 "," 16,132 "," 24,342 "," 11,054 "," 1,367 "
 08047 ,  Gilpin County," 4,485 "," 1,945 "," 2,540 ", 266 , 49
 08049 ,  Grand County," 11,731 "," 4,947 "," 6,784 "," 2,389 ", 236
 08051 ,  Gunnison County," 13,306 "," 4,902 "," 8,404 "," 3,371 ", 194
 08053 ,  Hinsdale County, 742 , 371 , 371 , 126 , 7
 08055 ,  Huerfano County," 7,512 "," 3,840 "," 3,672 "," 1,360 ", 47
 08057 ,  Jackson County," 1,490 ", 859 , 631 , 271 , 5
 08059 ,  Jefferson County," 494,065 "," 251,244 "," 242,821 "," 103,970 "," 9,094 "
 08061 ,  Kiowa County," 1,527 ", 983 , 544 , 282 , 4
 08063 ,  Kit Carson County," 7,521 "," 4,316 "," 3,205 "," 1,315 ", 171
 08065 ,  Lake County," 7,199 "," 3,211 "," 3,988 "," 1,468 ", 526
 08067 ,  La Plata County," 41,643 "," 18,914 "," 22,729 "," 9,323 ", 429
 08069 ,  Larimer County," 236,326 "," 97,967 "," 138,359 "," 61,984 "," 4,463 "
 08071 ,  Las Animas County," 14,388 "," 8,390 "," 5,998 "," 2,808 ", 209
 08073 ,  Lincoln County," 5,765 "," 2,529 "," 3,236 ", 886 , 78
 08075 ,  Logan County," 19,270 "," 10,231 "," 9,039 "," 4,111 ", 322
 08077 ,  Mesa County," 109,124 "," 49,190 "," 59,934 "," 31,758 "," 1,031 "
 08079 ,  Mineral County, 794 , 402 , 392 , 104 , 10
 08081 ,  Moffat County," 12,318 "," 6,094 "," 6,224 "," 2,596 ", 154
 08083 ,  Montezuma County," 22,095 "," 11,591 "," 10,504 "," 5,492 ", 185
 08085 ,  Montrose County," 31,229 "," 15,183 "," 16,046 "," 6,771 ", 390
 08087 ,  Morgan County," 24,856 "," 12,439 "," 12,417 "," 6,672 ", 849
 08089 ,  Otero County," 19,042 "," 10,697 "," 8,345 "," 5,055 ", 253
 08091 ,  Ouray County," 3,559 "," 1,641 "," 1,918 ", 499 , 32
 08093 ,  Park County," 13,654 "," 5,670 "," 7,984 "," 1,296 ", 151
 08095 ,  Phillips County," 4,170 "," 2,280 "," 1,890 ", 854 , 105
 08097 ,  Pitkin County," 14,260 "," 6,275 "," 7,985 "," 3,347 ", 686
 08099 ,  Prowers County," 13,323 "," 6,890 "," 6,433 "," 3,376 ", 529
 08101 ,  Pueblo County," 132,161 "," 68,125 "," 64,036 "," 39,903 "," 1,239 "
 08103 ,  Rio Blanco County," 5,639 "," 2,894 "," 2,745 "," 1,211 ", 78
 08105 ,  Rio Grande County," 11,583 "," 6,551 "," 5,032 "," 2,320 ", 221
 08107 ,  Routt County," 18,605 "," 7,652 "," 10,953 "," 4,555 ", 303
 08109 ,  Saguache County," 5,515 "," 2,802 "," 2,713 ", 992 , 150
 08111 ,  San Juan County, 532 , 266 , 266 , 96 , 2
 08113 ,  San Miguel County," 6,305 "," 2,226 "," 4,079 "," 1,422 ", 233
 08115 ,  Sedgwick County," 2,594 "," 1,664 ", 930 , 343 , 23
 08117 ,  Summit County," 22,307 "," 6,484 "," 15,823 "," 4,877 "," 1,591 "
 08119 ,  Teller County," 19,399 "," 8,024 "," 11,375 "," 2,862 ", 248
 08121 ,  Washington County," 4,615 "," 2,962 "," 1,653 ", 697 , 43
 08123 ,  Weld County," 166,956 "," 70,996 "," 95,960 "," 44,033 "," 4,673 "
 08125 ,  Yuma County," 9,192 "," 5,264 "," 3,928 "," 1,770 ", 334
Connecticut,,,,,,
 09001 ,  Fairfield County," 819,251 "," 469,784 "," 349,467 "," 204,720 "," 41,241 "
 09003 ,  Hartford County," 802,702 "," 465,722 "," 336,980 "," 222,175 "," 27,394 "
 09005 ,  Litchfield County," 171,567 "," 109,368 "," 62,199 "," 33,783 "," 1,812 "
 09007 ,  Middlesex County," 145,545 "," 85,905 "," 59,640 "," 27,529 "," 2,150 "
 09009 ,  New Haven County," 771,758 "," 451,567 "," 320,191 "," 207,234 "," 23,072 "
 09011 ,  New London County," 242,931 "," 134,172 "," 108,759 "," 60,739 "," 4,207 "
 09013 ,  Tolland County," 128,308 "," 76,096 "," 52,212 "," 18,660 "," 2,196 "
 09015 ,  Windham County," 102,452 "," 60,376 "," 42,076 "," 23,978 "," 1,733 "
Delaware,,,,,,
 10001 ,  Kent County," 117,562 "," 65,402 "," 52,160 "," 28,622 "," 2,397 "
 10003 ,  New Castle County," 467,203 "," 258,285 "," 208,918 "," 127,356 "," 11,986 "
 10005 ,  Sussex County," 147,613 "," 86,089 "," 61,524 "," 30,964 "," 2,925 "
  District of Columbia,,,,,,
 11001 ,  District of Columbia," 539,658 "," 269,299 "," 270,359 "," 126,931 "," 30,399 "
Florida,,,,,,
 12001 ,  Alachua County," 206,860 "," 82,529 "," 124,331 "," 48,318 "," 7,046 "
 12003 ,  Baker County," 20,670 "," 12,204 "," 8,466 "," 3,388 ", 114
 12005 ,  Bay County," 139,213 "," 68,717 "," 70,496 "," 36,951 "," 2,746 "
 12007 ,  Bradford County," 24,690 "," 14,333 "," 10,357 "," 3,660 ", 180
 12009 ,  Brevard County," 451,553 "," 233,156 "," 218,397 "," 115,453 "," 8,415 "
 12011 ,  Broward County," 1,520,842 "," 716,810 "," 804,032 "," 412,957 "," 93,216 "
 12013 ,  Calhoun County," 12,264 "," 8,234 "," 4,030 "," 2,033 ", 75
 12015 ,  Charlotte County," 136,659 "," 71,750 "," 64,909 "," 23,223 "," 1,697 "
 12017 ,  Citrus County," 113,648 "," 60,858 "," 52,790 "," 19,729 ", 868
 12019 ,  Clay County," 131,720 "," 65,642 "," 66,078 "," 20,859 "," 2,956 "
 12021 ,  Collier County," 238,077 "," 105,247 "," 132,830 "," 54,147 "," 14,719 "
 12023 ,  Columbia County," 52,904 "," 28,023 "," 24,881 "," 10,641 ", 488
 12027 ,  DeSoto County," 30,331 "," 14,662 "," 15,669 "," 6,265 "," 2,414 "
 12029 ,  Dixie County," 13,080 "," 7,874 "," 5,206 "," 1,736 ", 124
 12031 ,  Duval County," 723,198 "," 353,965 "," 369,233 "," 215,077 "," 18,459 "
 12033 ,  Escambia County," 276,629 "," 131,904 "," 144,725 "," 71,210 "," 6,493 "
 12035 ,  Flagler County," 47,707 "," 22,954 "," 24,753 "," 7,523 ", 589
 12037 ,  Franklin County," 10,551 "," 6,282 "," 4,269 "," 1,718 ", 217
 12039 ,  Gadsden County," 42,047 "," 27,207 "," 14,840 "," 7,772 ", 491
 12041 ,  Gilchrist County," 13,615 "," 8,087 "," 5,528 "," 1,387 ", 76
 12043 ,  Glades County," 9,966 "," 5,286 "," 4,680 "," 1,129 ", 219
 12045 ,  Gulf County," 12,723 "," 7,369 "," 5,354 "," 2,142 ", 121
 12047 ,  Hamilton County," 12,564 "," 6,788 "," 5,776 "," 1,857 "," 1,171 "
 12049 ,  Hardee County," 24,870 "," 13,741 "," 11,129 "," 5,708 "," 1,262 "
 12051 ,  Hendry County," 33,340 "," 17,085 "," 16,255 "," 7,534 "," 2,687 "
 12053 ,  Hernando County," 124,914 "," 68,600 "," 56,314 "," 21,365 "," 1,149 "
 12055 ,  Highlands County," 82,787 "," 43,759 "," 39,028 "," 17,071 "," 2,361 "
 12057 ,  Hillsborough County," 931,276 "," 428,100 "," 503,176 "," 279,547 "," 37,652 "
 12059 ,  Holmes County," 17,531 "," 10,035 "," 7,496 "," 3,169 ", 99
 12061 ,  Indian River County," 107,745 "," 56,122 "," 51,623 "," 22,131 "," 2,084 "
 12063 ,  Jackson County," 44,253 "," 27,358 "," 16,895 "," 7,771 ", 420
 12065 ,  Jefferson County," 12,244 "," 7,392 "," 4,852 "," 1,971 ", 109
 12067 ,  Lafayette County," 6,620 "," 3,558 "," 3,062 ", 927 , 272
 12069 ,  Lake County," 199,560 "," 98,871 "," 100,689 "," 36,558 "," 3,023 "
 12071 ,  Lee County," 417,783 "," 199,156 "," 218,627 "," 102,000 "," 12,923 "
 12073 ,  Leon County," 225,718 "," 92,569 "," 133,149 "," 58,470 "," 5,386 "
 12075 ,  Levy County," 32,501 "," 17,737 "," 14,764 "," 5,088 ", 297
 12077 ,  Liberty County," 6,641 "," 3,893 "," 2,748 ", 825 , 343
 12079 ,  Madison County," 17,646 "," 11,550 "," 6,096 "," 3,110 ", 158
 12081 ,  Manatee County," 249,004 "," 117,869 "," 131,135 "," 60,103 "," 6,380 "
 12083 ,  Marion County," 245,837 "," 123,752 "," 122,085 "," 55,835 "," 3,024 "
 12085 ,  Martin County," 121,277 "," 60,585 "," 60,692 "," 22,941 "," 2,613 "
 12086 ,  Miami-Dade County," 2,108,512 "," 1,059,057 "," 1,049,455 "," 693,888 "," 206,689 "
 12087 ,  Monroe County," 76,301 "," 36,782 "," 39,519 "," 16,405 "," 3,050 "
 12089 ,  Nassau County," 54,148 "," 29,756 "," 24,392 "," 10,204 ", 408
 12091 ,  Okaloosa County," 159,735 "," 74,117 "," 85,618 "," 35,323 "," 6,592 "
 12093 ,  Okeechobee County," 33,568 "," 17,271 "," 16,297 "," 8,323 "," 1,178 "
 12095 ,  Orange County," 835,287 "," 352,921 "," 482,366 "," 218,994 "," 50,383 "
 12097 ,  Osceola County," 161,025 "," 64,477 "," 96,548 "," 34,601 "," 14,541 "
 12099 ,  Palm Beach County," 1,069,257 "," 528,923 "," 540,334 "," 277,655 "," 46,706 "
 12101 ,  Pasco County," 326,884 "," 170,739 "," 156,145 "," 61,414 "," 5,309 "
 12103 ,  Pinellas County," 876,588 "," 441,601 "," 434,987 "," 241,320 "," 23,554 "
 12105 ,  Polk County," 453,180 "," 231,550 "," 221,630 "," 125,162 "," 10,035 "
 12107 ,  Putnam County," 66,043 "," 39,999 "," 26,044 "," 12,546 ", 815
 12109 ,  St. Johns County," 116,709 "," 53,548 "," 63,161 "," 21,564 "," 1,641 "
 12111 ,  St. Lucie County," 182,029 "," 94,514 "," 87,515 "," 40,665 "," 4,007 "
 12113 ,  Santa Rosa County," 109,975 "," 53,452 "," 56,523 "," 19,748 "," 2,881 "
 12115 ,  Sarasota County," 313,327 "," 160,973 "," 152,354 "," 69,935 "," 7,865 "
 12117 ,  Seminole County," 341,949 "," 160,281 "," 181,668 "," 68,446 "," 10,992 "
 12119 ,  Sumter County," 51,222 "," 22,486 "," 28,736 "," 5,989 ", 769
 12121 ,  Suwannee County," 32,789 "," 18,637 "," 14,152 "," 5,531 ", 519
 12123 ,  Taylor County," 18,111 "," 11,048 "," 7,063 "," 3,584 ", 139
 12125 ,  Union County," 12,707 "," 7,022 "," 5,685 "," 1,640 ", 200
 12127 ,  Volusia County," 421,553 "," 218,008 "," 203,545 "," 99,365 "," 8,055 "
 12129 ,  Wakulla County," 21,496 "," 12,000 "," 9,496 "," 3,041 ", 63
 12131 ,  Walton County," 38,441 "," 20,192 "," 18,249 "," 6,566 ", 676
 12133 ,  Washington County," 19,709 "," 11,124 "," 8,585 "," 2,976 ", 403
Georgia,,,,,,
 13001 ,  Appling County," 16,110 "," 10,445 "," 5,665 "," 3,287 ", 318
 13003 ,  Atkinson County," 6,885 "," 4,145 "," 2,740 "," 1,478 ", 257
 13005 ,  Bacon County," 9,325 "," 5,690 "," 3,635 "," 2,022 ", 108
 13007 ,  Baker County," 3,783 "," 2,583 "," 1,200 ", 564 , 50
 13009 ,  Baldwin County," 42,429 "," 23,352 "," 19,077 "," 8,618 ", 217
 13011 ,  Banks County," 13,319 "," 8,111 "," 5,208 "," 1,674 ", 158
 13013 ,  Barrow County," 42,429 "," 20,135 "," 22,294 "," 7,890 ", 459
 13015 ,  Bartow County," 70,158 "," 35,959 "," 34,199 "," 15,876 ", 787
 13017 ,  Ben Hill County," 16,192 "," 9,493 "," 6,699 "," 4,144 ", 400
 13019 ,  Berrien County," 14,995 "," 8,977 "," 6,018 "," 2,922 ", 140
 13021 ,  Bibb County," 142,519 "," 75,593 "," 66,926 "," 42,143 "," 1,418 "
 13023 ,  Bleckley County," 10,959 "," 7,274 "," 3,685 "," 1,836 ", 64
 13025 ,  Brantley County," 13,572 "," 8,936 "," 4,636 "," 1,940 ", 34
 13027 ,  Brooks County," 15,400 "," 9,298 "," 6,102 "," 2,691 ", 127
 13029 ,  Bryan County," 21,631 "," 10,265 "," 11,366 "," 2,897 ", 408
 13031 ,  Bulloch County," 52,761 "," 23,584 "," 29,177 "," 10,641 "," 1,051 "
 13033 ,  Burke County," 20,452 "," 12,964 "," 7,488 "," 4,285 ", 263
 13035 ,  Butts County," 18,301 "," 9,044 "," 9,257 "," 2,913 ", 81
 13037 ,  Calhoun County," 5,967 "," 3,576 "," 2,391 ", 926 , 120
 13039 ,  Camden County," 39,882 "," 15,877 "," 24,005 "," 7,323 ", 765
 13043 ,  Candler County," 8,845 "," 5,103 "," 3,742 "," 2,024 ", 256
 13045 ,  Carroll County," 81,071 "," 40,508 "," 40,563 "," 20,383 "," 1,102 "
 13047 ,  Catoosa County," 49,654 "," 26,961 "," 22,693 "," 9,005 ", 158
 13049 ,  Charlton County," 9,637 "," 5,983 "," 3,654 "," 1,298 ", 24
 13051 ,  Chatham County," 216,600 "," 109,332 "," 107,268 "," 58,763 "," 5,650 "
 13053 ,  Chattahoochee County," 13,630 "," 2,105 "," 11,525 ", 592 ," 1,234 "
 13055 ,  Chattooga County," 23,841 "," 14,419 "," 9,422 "," 5,534 ", 262
 13057 ,  Cherokee County," 129,888 "," 62,490 "," 67,398 "," 18,549 "," 3,112 "
 13059 ,  Clarke County," 96,051 "," 32,553 "," 63,498 "," 20,277 "," 4,430 "
 13061 ,  Clay County," 3,129 "," 1,904 "," 1,225 ", 671 , 12
 13063 ,  Clayton County," 216,690 "," 89,982 "," 126,708 "," 43,310 "," 9,109 "
 13065 ,  Clinch County," 6,389 "," 3,700 "," 2,689 "," 1,488 ", 266
 13067 ,  Cobb County," 564,574 "," 247,545 "," 317,029 "," 116,291 "," 26,258 "
 13069 ,  Coffee County," 34,522 "," 18,858 "," 15,664 "," 8,823 ", 696
 13071 ,  Colquitt County," 38,890 "," 21,181 "," 17,709 "," 10,056 "," 1,046 "
 13073 ,  Columbia County," 83,135 "," 44,323 "," 38,812 "," 12,593 "," 1,834 "
 13075 ,  Cook County," 14,522 "," 8,046 "," 6,476 "," 3,614 ", 185
 13077 ,  Coweta County," 82,117 "," 39,135 "," 42,982 "," 16,445 "," 1,763 "
 13079 ,  Crawford County," 11,749 "," 7,682 "," 4,067 "," 1,021 ", 10
 13081 ,  Crisp County," 20,244 "," 11,733 "," 8,511 "," 5,418 ", 290
 13083 ,  Dade County," 14,264 "," 8,523 "," 5,741 "," 2,057 ", 182
 13085 ,  Dawson County," 14,860 "," 7,440 "," 7,420 "," 1,650 ", 108
 13087 ,  Decatur County," 26,042 "," 15,014 "," 11,028 "," 6,344 ", 355
 13089 ,  DeKalb County," 619,018 "," 270,873 "," 348,145 "," 133,397 "," 41,705 "
 13091 ,  Dodge County," 17,996 "," 10,675 "," 7,321 "," 4,253 ", 135
 13093 ,  Dooly County," 10,764 "," 6,213 "," 4,551 "," 2,120 ", 168
 13095 ,  Dougherty County," 88,735 "," 46,264 "," 42,471 "," 26,224 "," 1,473 "
 13097 ,  Douglas County," 85,459 "," 43,545 "," 41,914 "," 16,262 "," 1,222 "
 13099 ,  Early County," 11,471 "," 6,876 "," 4,595 "," 2,917 ", 66
 13101 ,  Echols County," 3,502 "," 2,027 "," 1,475 ", 226 , 273
 13103 ,  Effingham County," 34,701 "," 18,572 "," 16,129 "," 5,717 ", 291
 13105 ,  Elbert County," 19,247 "," 12,144 "," 7,103 "," 4,236 ", 170
 13107 ,  Emanuel County," 20,410 "," 13,289 "," 7,121 "," 4,210 ", 525
 13109 ,  Evans County," 9,804 "," 4,992 "," 4,812 "," 2,063 ", 244
 13111 ,  Fannin County," 18,746 "," 11,405 "," 7,341 "," 3,052 ", 26
 13113 ,  Fayette County," 86,007 "," 44,097 "," 41,910 "," 11,304 "," 1,870 "
 13115 ,  Floyd County," 84,524 "," 45,464 "," 39,060 "," 23,562 "," 1,451 "
 13117 ,  Forsyth County," 88,989 "," 36,143 "," 52,846 "," 10,404 "," 2,243 "
 13119 ,  Franklin County," 18,999 "," 11,387 "," 7,612 "," 3,034 ", 59
 13121 ,  Fulton County," 759,179 "," 324,989 "," 434,190 "," 178,091 "," 36,752 "
 13123 ,  Gilmer County," 21,733 "," 11,261 "," 10,472 "," 3,592 ", 695
 13125 ,  Glascock County," 2,391 "," 1,434 ", 957 , 360 , 26
 13127 ,  Glynn County," 63,224 "," 33,139 "," 30,085 "," 15,754 "," 1,276 "
 13129 ,  Gordon County," 40,940 "," 21,638 "," 19,302 "," 10,027 "," 1,084 "
 13131 ,  Grady County," 22,021 "," 12,452 "," 9,569 "," 5,519 ", 475
 13133 ,  Greene County," 13,432 "," 7,574 "," 5,858 "," 2,809 ", 133
 13135 ,  Gwinnett County," 541,751 "," 225,905 "," 315,846 "," 107,974 "," 30,491 "
 13137 ,  Habersham County," 33,709 "," 18,684 "," 15,025 "," 6,709 "," 1,035 "
 13139 ,  Hall County," 128,040 "," 61,142 "," 66,898 "," 31,655 "," 8,356 "
 13141 ,  Hancock County," 9,505 "," 6,742 "," 2,763 "," 1,055 ", 28
 13143 ,  Haralson County," 23,915 "," 13,979 "," 9,936 "," 4,931 ", 88
 13145 ,  Harris County," 22,279 "," 12,480 "," 9,799 "," 2,688 ", 345
 13147 ,  Hart County," 21,610 "," 13,271 "," 8,339 "," 3,765 ", 141
 13149 ,  Heard County," 10,132 "," 6,334 "," 3,798 "," 1,399 ", 57
 13151 ,  Henry County," 109,726 "," 49,548 "," 60,178 "," 16,623 "," 1,318 "
 13153 ,  Houston County," 103,033 "," 48,693 "," 54,340 "," 24,157 "," 3,216 "
 13155 ,  Irwin County," 9,257 "," 6,079 "," 3,178 "," 1,597 ", 85
 13157 ,  Jackson County," 38,605 "," 19,533 "," 19,072 "," 7,004 ", 380
 13159 ,  Jasper County," 10,645 "," 6,000 "," 4,645 "," 1,710 ", 27
 13161 ,  Jeff Davis County," 11,714 "," 7,095 "," 4,619 "," 2,666 ", 133
 13163 ,  Jefferson County," 16,080 "," 10,553 "," 5,527 "," 3,600 ", 177
 13165 ,  Jenkins County," 7,979 "," 4,911 "," 3,068 "," 1,655 ", 175
 13167 ,  Johnson County," 7,976 "," 5,589 "," 2,387 "," 1,321 ", 67
 13169 ,  Jones County," 22,130 "," 14,047 "," 8,083 "," 2,712 ", 114
 13171 ,  Lamar County," 14,932 "," 8,563 "," 6,369 "," 2,468 ", 163
 13173 ,  Lanier County," 6,715 "," 3,513 "," 3,202 "," 1,043 ", 153
 13175 ,  Laurens County," 41,716 "," 24,586 "," 17,130 "," 10,890 ", 432
 13177 ,  Lee County," 22,942 "," 12,134 "," 10,808 "," 3,675 ", 401
 13179 ,  Liberty County," 55,210 "," 18,027 "," 37,183 "," 7,595 "," 4,680 "
 13181 ,  Lincoln County," 7,929 "," 5,343 "," 2,586 "," 1,293 ", 32
 13183 ,  Long County," 9,187 "," 4,319 "," 4,868 ", 951 , 436
 13185 ,  Lowndes County," 85,728 "," 39,155 "," 46,573 "," 21,513 "," 2,274 "
 13187 ,  Lumpkin County," 19,708 "," 9,288 "," 10,420 "," 3,043 ", 428
 13189 ,  McDuffie County," 19,690 "," 11,811 "," 7,879 "," 4,680 ", 129
 13191 ,  McIntosh County," 10,150 "," 6,079 "," 4,071 "," 1,625 ", 111
 13193 ,  Macon County," 13,041 "," 8,888 "," 4,153 "," 2,399 ", 207
 13195 ,  Madison County," 23,957 "," 15,598 "," 8,359 "," 3,669 ", 151
 13197 ,  Marion County," 6,678 "," 3,775 "," 2,903 ", 966 , 214
 13199 ,  Meriwether County," 21,017 "," 13,356 "," 7,661 "," 3,586 ", 187
 13201 ,  Miller County," 6,005 "," 4,061 "," 1,944 ", 975 , 12
 13205 ,  Mitchell County," 22,238 "," 13,616 "," 8,622 "," 4,639 ", 240
 13207 ,  Monroe County," 20,405 "," 13,261 "," 7,144 "," 2,543 ", 164
 13209 ,  Montgomery County," 7,720 "," 4,417 "," 3,303 "," 1,137 ", 150
 13211 ,  Morgan County," 14,441 "," 8,565 "," 5,876 "," 2,685 ", 117
 13213 ,  Murray County," 33,542 "," 19,077 "," 14,465 "," 7,050 ", 416
 13215 ,  Muscogee County," 172,678 "," 82,593 "," 90,085 "," 46,470 "," 5,344 "
 13217 ,  Newton County," 57,211 "," 28,697 "," 28,514 "," 11,173 ", 609
 13219 ,  Oconee County," 24,392 "," 12,522 "," 11,870 "," 3,032 ", 372
 13221 ,  Oglethorpe County," 11,789 "," 7,814 "," 3,975 "," 1,307 ", 98
 13223 ,  Paulding County," 73,976 "," 34,628 "," 39,348 "," 10,488 ", 564
 13225 ,  Peach County," 22,133 "," 12,397 "," 9,736 "," 3,942 ", 408
 13227 ,  Pickens County," 21,523 "," 12,207 "," 9,316 "," 3,859 ", 91
 13229 ,  Pierce County," 14,612 "," 9,132 "," 5,480 "," 2,655 ", 161
 13231 ,  Pike County," 12,745 "," 7,319 "," 5,426 "," 1,733 ", 64
 13233 ,  Polk County," 35,477 "," 20,447 "," 15,030 "," 8,851 ", 665
 13235 ,  Pulaski County," 8,961 "," 5,290 "," 3,671 "," 1,238 ", 133
 13237 ,  Putnam County," 17,632 "," 10,258 "," 7,374 "," 2,752 ", 284
 13239 ,  Quitman County," 2,457 "," 1,542 ", 915 , 321 , 6
 13241 ,  Rabun County," 14,202 "," 8,487 "," 5,715 "," 2,724 ", 326
 13243 ,  Randolph County," 7,249 "," 4,644 "," 2,605 "," 1,391 ", 146
